"","fold.change","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","parent","Genbank","name_wp","CDS","inference","gene_description","protein","trans_table","sig","fold_change_scaled"
"277",0.797654971,"cds1302",62.91808293,-0.326163257,0.341822328,-0.954189445,0.339987756,0.641311887,"ID=cds1302","Parent=gene1349","Dbxref=Genbank:WP_041918246.1","Name=WP_041918246.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438560.2","product=ADP-ribose diphosphatase","protein_id=WP_041918246.1","transl_table=11","Not significant",1.25367487993753
"278",0.824251439,"cds1303",71.50605679,-0.278843594,0.322422709,-0.864838569,0.387127399,0.686128235,"ID=cds1303","Parent=gene1350","Dbxref=Genbank:WP_014065085.1","Name=WP_014065085.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065085.1","product=3'%2C5'-cyclic-AMP phosphodiesterase","protein_id=WP_014065085.1","transl_table=11","Not significant",1.2132220250816
"279",1.21897517,"cds1304",122.0881668,0.285668739,0.259397287,1.101278822,0.270775326,0.580310697,"ID=cds1304","Parent=gene1351","Dbxref=Genbank:WP_041918247.1","Name=WP_041918247.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438192.1","product=tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB","protein_id=WP_041918247.1","transl_table=11","Not significant",1.21897517
"280",1.136423356,"cds1305",23.94169847,0.184500387,0.547151439,0.337201685,0.735964867,0.907367938,"ID=cds1305","Parent=gene1355","Dbxref=Genbank:WP_014065087.1","Name=WP_014065087.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438295.1","product=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","protein_id=WP_014065087.1","transl_table=11","Not significant",1.136423356
"281",0.738122641,"cds1306",356.6454183,-0.43806755,0.191646882,-2.285805776,0.022265624,0.102653117,"ID=cds1306","Parent=gene1356","Dbxref=Genbank:WP_014065088.1","Name=WP_014065088.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005975989.1","product=peroxiredoxin","protein_id=WP_014065088.1","transl_table=11","Not significant",1.35478841110362
"282",1.010746353,"cds1307",46.215742,0.015420998,0.387094176,0.039837846,0.968222403,0.990759011,"ID=cds1307","Parent=gene1357","Dbxref=Genbank:WP_014065089.1","Name=WP_014065089.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005577609.1","product=cystathionine beta-lyase","protein_id=WP_014065089.1","transl_table=11","Not significant",1.010746353
"283",1.059327036,"cds1308",65.08280354,0.083148047,0.33019322,0.251816337,0.801183029,0.935966853,"ID=cds1308","Parent=gene1358","Dbxref=Genbank:WP_014065090.1","Name=WP_014065090.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438293.1","product=UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase","protein_id=WP_014065090.1","transl_table=11","Not significant",1.059327036
"284",2.153148163,"cds1309",7.276894063,1.106447598,0.954825441,1.158795682,0.246539478,NA,"ID=cds1309","Parent=gene1359","Dbxref=Genbank:WP_014065091.1","Name=WP_014065091.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697232.1","product=membrane protein","protein_id=WP_014065091.1","transl_table=11",NA,2.153148163
"285",2.82306631,"cds131",139.1929851,1.497263016,0.259798078,5.763179735,8.25e-09,3.4e-07,"ID=cds131","Parent=gene131","Dbxref=Genbank:WP_014064081.1","Name=WP_014064081.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005695481.1","product=AmpG family muropeptide MFS transporter","protein_id=WP_014064081.1","transl_table=11","Significant",2.82306631
"286",1.179146892,"cds1310",39.73855518,0.237743452,0.420538043,0.565331618,0.571848227,0.81555177,"ID=cds1310","Parent=gene1361","Dbxref=Genbank:WP_014065093.1","Name=WP_014065093.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697233.1","product=murein transglycosylase A","protein_id=WP_014065093.1","transl_table=11","Not significant",1.179146892
"287",1.190861328,"cds1311",36.43639875,0.252005425,0.429171039,0.587191125,0.557075352,0.806543631,"ID=cds1311","Parent=gene1362","Dbxref=Genbank:WP_080557637.1","Name=WP_080557637.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438290.1","product=tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA","protein_id=WP_080557637.1","transl_table=11","Not significant",1.190861328
"288",0.698841931,"cds1312",452.7621248,-0.516961922,0.172949178,-2.989097299,0.00279803,0.019952308,"ID=cds1312","Parent=gene1363","Dbxref=Genbank:WP_014065095.1","Name=WP_014065095.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438291.1","product=zinc ABC transporter substrate-binding protein","protein_id=WP_014065095.1","transl_table=11","Significant",1.43093875115516
"289",1.096580724,"cds1313",71.15919501,0.133012019,0.325022076,0.409239953,0.682363577,0.878639531,"ID=cds1313","Parent=gene1364","Dbxref=Genbank:WP_014065096.1","Name=WP_014065096.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065096.1","product=bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL","protein_id=WP_014065096.1","transl_table=11","Not significant",1.096580724
"290",0.868239126,"cds1314",33.46800474,-0.203835658,0.4734747,-0.430510137,0.666824595,0.871055499,"ID=cds1314","Parent=gene1365","Dbxref=Genbank:WP_014065097.1","Name=WP_014065097.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065097.1","product=potassium transporter","protein_id=WP_014065097.1","transl_table=11","Not significant",1.15175643443647
"291",2.475054764,"cds1315",0.91966858,1.307460447,2.840324129,0.46032086,0.64528593,NA,"ID=cds1315","Parent=gene1366","Dbxref=Genbank:WP_014065099.1","Name=WP_014065099.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005699940.1","product=DUF441 domain-containing protein","protein_id=WP_014065099.1","transl_table=11",NA,2.475054764
"292",1.064780524,"cds1316",2.699179622,0.090556088,1.499553288,0.060388709,0.951846051,NA,"ID=cds1316","Parent=gene1367","Dbxref=Genbank:WP_014065100.1","Name=WP_014065100.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697207.1","product=DUF423 domain-containing protein","protein_id=WP_014065100.1","transl_table=11",NA,1.064780524
"293",0.635229184,"cds1317",51.74789775,-0.654650899,0.375311477,-1.744286915,0.081109072,0.273228353,"ID=cds1317","Parent=gene1368","Dbxref=Genbank:WP_041918248.1","Name=WP_041918248.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005647724.1","product=ATP-dependent RNA helicase HrpA","protein_id=WP_041918248.1","transl_table=11","Not significant",1.57423497721415
"294",1.142990357,"cds132",860.3023128,0.192813232,0.169636517,1.136625745,0.255694773,0.561101741,"ID=cds132","Parent=gene132","Dbxref=Genbank:WP_014064082.1","Name=WP_014064082.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438515.1","product=UDP-glucose 4-epimerase GalE","protein_id=WP_014064082.1","transl_table=11","Not significant",1.142990357
"295",0.774629821,"cds1320",43.16048866,-0.368421052,0.396689638,-0.928738786,0.353024475,0.65007911,"ID=cds1320","Parent=gene1371","Dbxref=Genbank:WP_014065104.1","Name=WP_014065104.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065104.1","product=anaerobic C4-dicarboxylate transporter DcuC","protein_id=WP_014065104.1","transl_table=11","Not significant",1.2909391981696
"296",2.461678253,"cds1321",53.96330125,1.299642211,0.395118278,3.289248516,0.001004553,0.008422789,"ID=cds1321","Parent=gene1372","Dbxref=Genbank:WP_014065105.1","Name=WP_014065105.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065105.1","product=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase","protein_id=WP_014065105.1","transl_table=11","Significant",2.461678253
"297",2.025711613,"cds1322",168.4159877,1.018428802,0.232624008,4.378003851,1.2e-05,0.000200847,"ID=cds1322","Parent=gene1373","Dbxref=Genbank:WP_080557638.1","Name=WP_080557638.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438236.1","product=polynucleotide adenylyltransferase PcnB","protein_id=WP_080557638.1","transl_table=11","Significant",2.025711613
"298",1.578109149,"cds1323",228.6827706,0.658196992,0.218895154,3.006905267,0.00263922,0.019087439,"ID=cds1323","Parent=gene1374","Dbxref=Genbank:WP_014065107.1","Name=WP_014065107.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438235.1","product=RNA polymerase-binding protein DksA","protein_id=WP_014065107.1","transl_table=11","Significant",1.578109149
"299",1.162224776,"cds1324",7.173259514,0.216889115,0.958806512,0.226207386,0.821040126,NA,"ID=cds1324","Parent=gene1375","Dbxref=Genbank:WP_014065108.1","Name=WP_014065108.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065108.1","product=DNA internalization-related competence protein ComEC/Rec2","protein_id=WP_014065108.1","transl_table=11",NA,1.162224776
"300",1.256321656,"cds1325",63.4450746,0.329205885,0.362261892,0.908751078,0.363481536,0.659539624,"ID=cds1325","Parent=gene1376","Dbxref=Genbank:WP_014065109.1","Name=WP_014065109.1","Note=involved in the transport of lipid A across the inner membrane","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438233.1","product=lipid A ABC transporter ATP-binding protein/permease MsbA","protein_id=WP_014065109.1","Not significant",1.256321656
"301",1.595151088,"cds1326",30.85727377,0.673693078,0.468670733,1.437454977,0.150588757,0.405616708,"ID=cds1326","Parent=gene1377","Dbxref=Genbank:WP_014065110.1","Name=WP_014065110.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438232.1","product=tetraacyldisaccharide 4'-kinase","protein_id=WP_014065110.1","transl_table=11","Not significant",1.595151088
"302",0.111178925,"cds1327",2.326933672,-3.169044757,2.024230972,-1.56555492,0.117452851,NA,"ID=cds1327","Parent=gene1378","Dbxref=Genbank:WP_014065111.1","Name=WP_014065111.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696424.1","product=hypothetical protein","protein_id=WP_014065111.1","transl_table=11",NA,8.9945104254246
"303",1.309587736,"cds1328",18.36498523,0.389112716,0.601340122,0.647075926,0.517582805,0.782786284,"ID=cds1328","Parent=gene1379","Dbxref=Genbank:WP_014065112.1","Name=WP_014065112.1","Note=CMP-2-keto-3-deoxyoctulosonic acid synthetase%3B catalyzes the formation of CMP-3-deoxy-D-manno-octulosonate from CTP and 3-deoxy-D-manno-octulosonate which is incorporated into LPS","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438231.1","product=3-deoxy-manno-octulosonate cytidylyltransferase","protein_id=WP_014065112.1","Not significant",1.309587736
"304",0.602635409,"cds133",70.07459565,-0.730642652,0.340141156,-2.148057181,0.031709213,0.134786238,"ID=cds133","Parent=gene133","Dbxref=Genbank:WP_014064083.1","Name=WP_014064083.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005699982.1","product=autotransporter domain-containing protein","protein_id=WP_014064083.1","transl_table=11","Not significant",1.65937810003461
"305",1.261872939,"cds1330",46.86187127,0.335566649,0.38524798,0.871040646,0.38373196,0.683359276,"ID=cds1330","Parent=gene1381","Dbxref=Genbank:WP_041918251.1","Name=WP_041918251.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438230.1","product=excinuclease ABC subunit UvrC","protein_id=WP_041918251.1","transl_table=11","Not significant",1.261872939
"306",1.313448175,"cds1331",13.20907803,0.393359277,0.694330992,0.566529913,0.571033604,0.81555177,"ID=cds1331","Parent=gene1382","Dbxref=Genbank:WP_014065115.1","Name=WP_014065115.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065115.1","product=TerC family protein","protein_id=WP_014065115.1","transl_table=11","Not significant",1.313448175
"307",1.831617063,"cds1332",2.329772153,0.87311791,4.058689709,0.2151231,0.829671345,NA,"ID=cds1332","Parent=gene1383","Dbxref=Genbank:WP_014065116.1","Name=WP_014065116.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_007525349.1","product=ABC transporter ATP-binding protein","protein_id=WP_014065116.1","transl_table=11",NA,1.831617063
"308",1.170525901,"cds1333",5.629169967,0.227156859,1.045964707,0.217174497,0.828072359,NA,"ID=cds1333","Parent=gene1384","Dbxref=Genbank:WP_014065117.1","Name=WP_014065117.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065117.1","product=iron ABC transporter permease","protein_id=WP_014065117.1","transl_table=11",NA,1.170525901
"309",0.68384397,"cds1334",199.3258823,-0.548260906,0.222489948,-2.464205289,0.013731744,0.071274289,"ID=cds1334","Parent=gene1385","Dbxref=Genbank:WP_005697230.1","Name=WP_005697230.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438271.2","product=iron ABC transporter substrate-binding protein","protein_id=WP_005697230.1","transl_table=11","Not significant",1.46232188023827
"310",0.754689489,"cds1335",223.9238626,-0.406044913,0.209598656,-1.9372496,0.05271484,0.198135088,"ID=cds1335","Parent=gene1386","Dbxref=Genbank:WP_014065118.1","Name=WP_014065118.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065118.1","product=bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB","protein_id=WP_014065118.1","transl_table=11","Not significant",1.32504826763262
"311",1.113165118,"cds1336",34.03909225,0.154667606,0.47388608,0.326381408,0.744135802,0.910887533,"ID=cds1336","Parent=gene1387","Dbxref=Genbank:WP_014065119.1","Name=WP_014065119.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005625772.1","product=PhoH family protein","protein_id=WP_014065119.1","transl_table=11","Not significant",1.113165118
"312",2.657747307,"cds1337",5.653791438,1.410203943,1.107349353,1.273495071,0.202842421,NA,"ID=cds1337","Parent=gene1388","Dbxref=Genbank:WP_014065120.1","Name=WP_014065120.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438177.1","product=rRNA maturation RNase YbeY","protein_id=WP_014065120.1","transl_table=11",NA,2.657747307
"313",0.907331145,"cds1338",21.15231961,-0.140298913,0.563487707,-0.248983095,0.803373858,0.936214623,"ID=cds1338","Parent=gene1389","Dbxref=Genbank:WP_014065121.1","Name=WP_014065121.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065121.1","product=Cof-type HAD-IIB family hydrolase","protein_id=WP_014065121.1","transl_table=11","Not significant",1.10213344434462
"314",0.574996324,"cds1339",43.56070272,-0.798375361,0.411100814,-1.942042765,0.052131923,0.19650793,"ID=cds1339","Parent=gene1390","Dbxref=Genbank:WP_014065122.1","Name=WP_014065122.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_007524810.1","product=thiol peroxidase","protein_id=WP_014065122.1","transl_table=11","Not significant",1.73914155319017
"315",1.118329338,"cds1340",19.85449888,0.161345111,0.570934732,0.282598171,0.777484882,0.924300829,"ID=cds1340","Parent=gene1391","Dbxref=Genbank:WP_014065123.1","Name=WP_014065123.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696410.1","product=histidinol-phosphate transaminase","protein_id=WP_014065123.1","transl_table=11","Not significant",1.118329338
"316",0.714760851,"cds1341",97.62161624,-0.484467477,0.306475571,-1.580770289,0.11393057,0.339566505,"ID=cds1341","Parent=gene1392","Dbxref=Genbank:WP_014065124.1","Name=WP_014065124.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_006249451.1","product=3-phosphoserine/phosphohydroxythreonine transaminase","protein_id=WP_014065124.1","transl_table=11","Not significant",1.39906935109965
"317",1.191449205,"cds1342",66.73813948,0.252717447,0.331465567,0.762424433,0.445806729,0.73387386,"ID=cds1342","Parent=gene1393","Dbxref=Genbank:WP_014065125.1","Name=WP_014065125.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696407.1","product=hypothetical protein","protein_id=WP_014065125.1","transl_table=11","Not significant",1.191449205
"318",0.835190296,"cds1343",40.58736603,-0.259823146,0.41775439,-0.621951922,0.533973482,0.79570927,"ID=cds1343","Parent=gene1394","Dbxref=Genbank:WP_014065126.1","Name=WP_014065126.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_015674483.1","product=YbhB/YbcL family Raf kinase inhibitor-like protein","protein_id=WP_014065126.1","transl_table=11","Not significant",1.19733191919174
"319",1.24383868,"cds1344",22.41572121,0.314799387,0.560663849,0.561476164,0.574472975,0.816243725,"ID=cds1344","Parent=gene1395","Dbxref=Genbank:WP_014065127.1","Name=WP_014065127.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005635036.1","product=16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC","protein_id=WP_014065127.1","transl_table=11","Not significant",1.24383868
"320",0.601511509,"cds1345",15.89998466,-0.733335754,0.642560259,-1.141271567,0.25375693,0.558777887,"ID=cds1345","Parent=gene1396","Dbxref=Genbank:WP_014065128.1","Name=WP_014065128.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005699535.1","product=hypothetical protein","protein_id=WP_014065128.1","transl_table=11","Not significant",1.66247858110392
"321",0.950022622,"cds1346",11.21372946,-0.073966228,0.750183437,-0.098597522,0.921457837,0.980243371,"ID=cds1346","Parent=gene1397","Dbxref=Genbank:WP_014065129.1","Name=WP_014065129.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065129.1","product=DNA polymerase III subunit psi","protein_id=WP_014065129.1","transl_table=11","Not significant",1.05260651361626
"322",1.215219911,"cds1347",33.91224126,0.281217413,0.453358757,0.620297741,0.535061782,0.79570927,"ID=cds1347","Parent=gene1398","Dbxref=Genbank:WP_014065130.1","Name=WP_014065130.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438183.1","product=ribosomal-protein-alanine N-acetyltransferase RimI","protein_id=WP_014065130.1","transl_table=11","Not significant",1.215219911
"323",1.224379977,"cds1348",54.38211581,0.292051357,0.3639356,0.802480871,0.422274849,0.708901452,"ID=cds1348","Parent=gene1399","Dbxref=Genbank:WP_014065131.1","Name=WP_014065131.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696398.1","product=formate dehydrogenase accessory protein FdhE","protein_id=WP_014065131.1","transl_table=11","Not significant",1.224379977
"324",0.703744191,"cds1349",159.2185906,-0.506876986,0.240272504,-2.109592144,0.034893502,0.146284295,"ID=cds1349","Parent=gene1400","Dbxref=Genbank:WP_041918252.1","Name=WP_041918252.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696396.1","product=formate dehydrogenase subunit gamma","protein_id=WP_041918252.1","transl_table=11","Not significant",1.42097087661786
"325",0.914787792,"cds135",273.0008001,-0.128490982,0.1953628,-0.657704449,0.510728063,0.776076942,"ID=cds135","Parent=gene135","Dbxref=Genbank:WP_005695476.1","Name=WP_005695476.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438296.1","product=inorganic pyrophosphatase","protein_id=WP_005695476.1","transl_table=11","Not significant",1.09314969957535
"326",0.588000279,"cds1350",97.02912565,-0.766111254,0.297917524,-2.571554855,0.010124297,0.054592502,"ID=cds1350","Parent=gene1401","Dbxref=Genbank:WP_014065133.1","Name=WP_014065133.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438180.1","product=formate dehydrogenase subunit beta","protein_id=WP_014065133.1","transl_table=11","Not significant",1.70067946515379
"327",0.596597182,"cds1351",268.2244947,-0.745170933,0.203044656,-3.669985456,0.000242564,0.002741875,"ID=cds1351","Parent=gene1402","Dbxref=Genbank:WP_041918253.1","Name=WP_041918253.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_018345920.1","product=formate dehydrogenase-N subunit alpha","protein_id=WP_041918253.1","transl_table=11","Significant",1.67617285191937
"328",0.628935509,"cds1352",79.69845061,-0.669016003,0.305829346,-2.187546786,0.028702632,0.126377059,"ID=cds1352","Parent=gene1403","Dbxref=Genbank:WP_041918254.1","Name=WP_041918254.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005657859.1","product=sulfate ABC transporter substrate-binding protein","protein_id=WP_041918254.1","transl_table=11","Not significant",1.58998813978557
"329",0.836922478,"cds1353",10.53846951,-0.256834099,0.776026829,-0.330960334,0.740674447,0.909307487,"ID=cds1353","Parent=gene1404","Dbxref=Genbank:WP_014065134.1","Name=WP_014065134.1","Note=involved in the production or activity of formate dehydrogenase-H which is active when nitrate is not present during anaerobic growth","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065134.1","product=sulfurtransferase FdhD","protein_id=WP_014065134.1","Not significant",1.19485379624372
"330",0.658012973,"cds1355",26.29402591,-0.603812067,0.501144809,-1.204865451,0.228255248,0.52457456,"ID=cds1355","Parent=gene1406","Dbxref=Genbank:WP_014065136.1","Name=WP_014065136.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697764.1","product=iron ABC transporter substrate-binding protein","protein_id=WP_014065136.1","transl_table=11","Not significant",1.51972687626631
"331",1.225123709,"cds1356",84.47051865,0.292927435,0.302371435,0.968766892,0.332661509,0.634868818,"ID=cds1356","Parent=gene1407","Dbxref=Genbank:WP_014065137.1","Name=WP_014065137.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005634955.1","product=DNA helicase II","protein_id=WP_014065137.1","transl_table=11","Not significant",1.225123709
"332",1.403071698,"cds1357",30.89742802,0.488588734,0.4694974,1.040663343,0.298031822,0.602818399,"ID=cds1357","Parent=gene1408","Dbxref=Genbank:WP_080557653.1","Name=WP_080557653.1","Note=transports peptides consisting of two or three amino acids","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439343.2","product=peptide ABC transporter permease","protein_id=WP_080557653.1","Not significant",1.403071698
"333",1.848496456,"cds1358",13.84452257,0.886352278,0.700137051,1.265969679,0.205523938,0.49390477,"ID=cds1358","Parent=gene1409","Dbxref=Genbank:WP_014065139.1","Name=WP_014065139.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439342.1","product=dipeptide ABC transporter permease DppC","protein_id=WP_014065139.1","transl_table=11","Not significant",1.848496456
"334",1.200324273,"cds1359",20.00791427,0.263424209,0.567493444,0.464188992,0.642512347,0.860064774,"ID=cds1359","Parent=gene1410","Dbxref=Genbank:WP_014065140.1","Name=WP_014065140.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697772.1","product=dipeptide ABC transporter ATP-binding protein","protein_id=WP_014065140.1","transl_table=11","Not significant",1.200324273
"335",1.676151429,"cds136",9.150633826,0.745152492,0.846259028,0.880525309,0.378574801,0.678735943,"ID=cds136","Parent=gene136","Dbxref=Genbank:WP_005700018.1","Name=WP_005700018.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438297.1","product=NCS2 family permease","protein_id=WP_005700018.1","transl_table=11","Not significant",1.676151429
"336",0.982809663,"cds1360",24.59055662,-0.025016053,0.521313705,-0.047986563,0.961726952,0.990759011,"ID=cds1360","Parent=gene1411","Dbxref=Genbank:WP_014065141.1","Name=WP_014065141.1","Note=Part of the ABC transporter complex DppABCDF involved in the transport of dipeptides","gbkey=CDS","gene=dppF","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439340.1","product=dipeptide ABC transporter ATP-binding protein","Not significant",1.01749101341508
"337",0.939901914,"cds1361",20.09307599,-0.089417887,0.565683972,-0.158070392,0.874401331,0.969612503,"ID=cds1361","Parent=gene1412","Dbxref=Genbank:WP_014065142.1","Name=WP_014065142.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065142.1","product=sugar transporter","protein_id=WP_014065142.1","transl_table=11","Not significant",1.0639408060616
"338",2.625146914,"cds1362",0.967272085,1.392398164,2.635760907,0.528271802,0.5973107,NA,"ID=cds1362","Parent=gene1413","Dbxref=Genbank:WP_014065143.1","Name=WP_014065143.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065143.1","product=sugar transporter","protein_id=WP_014065143.1","transl_table=11",NA,2.625146914
"339",1.116607648,"cds1363",33.56581582,0.159122342,0.476862995,0.333685659,0.738616773,0.908905428,"ID=cds1363","Parent=gene1414","Dbxref=Genbank:WP_005696382.1","Name=WP_005696382.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438302.1","product=dCTP deaminase","protein_id=WP_005696382.1","transl_table=11","Not significant",1.116607648
"340",1.162056085,"cds1364",45.3891693,0.216679701,0.389306578,0.556578576,0.577815395,0.820229109,"ID=cds1364","Parent=gene1415","Dbxref=Genbank:WP_014065144.1","Name=WP_014065144.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438301.1","product=uridine kinase","protein_id=WP_014065144.1","transl_table=11","Not significant",1.162056085
"341",0.778561821,"cds1365",430.6192569,-0.361116495,0.17239777,-2.09467034,0.036200308,0.149301809,"ID=cds1365","Parent=gene1416","Dbxref=Genbank:WP_014065145.1","Name=WP_014065145.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438300.1","product=hypothetical protein","protein_id=WP_014065145.1","transl_table=11","Not significant",1.28441951946164
"342",0.731948967,"cds1366",270.9106842,-0.450185031,0.200403081,-2.246397752,0.024678542,0.11275286,"ID=cds1366","Parent=gene1417","Dbxref=Genbank:WP_005696379.1","Name=WP_005696379.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_012073411.1","product=hypothetical protein","protein_id=WP_005696379.1","transl_table=11","Not significant",1.36621546731413
"343",0.852764671,"cds1367",115.9770873,-0.229780425,0.26116571,-0.879826164,0.378953489,0.678735943,"ID=cds1367","Parent=gene1418","Note=frameshifted%3B internal stop","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438299.1","product=iron ABC transporter permease","pseudo=true","transl_table=11","","Not significant",1.17265645963891
"344",0.928689471,"cds1368",103.8827324,-0.106731817,0.277391721,-0.384769295,0.70040835,0.889203945,"ID=cds1368","Parent=gene1419","Dbxref=Genbank:WP_014065147.1","Name=WP_014065147.1","Note=Part of the ABC transporter complex FbpABC involved in Fe(3+) ions import","gbkey=CDS","gene=fbpC","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696376.1","product=TOBE domain-containing protein","Not significant",1.07678619304601
"345",1.091209612,"cds1369",98.82480968,0.125928258,0.285476081,0.44111667,0.659128536,0.86837545,"ID=cds1369","Parent=gene1420","Dbxref=Genbank:WP_014065148.1","Name=WP_014065148.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697770.1","product=recombinase","protein_id=WP_014065148.1","transl_table=11","Not significant",1.091209612
"346",0.969202482,"cds137",88.30704332,-0.045129996,0.292719743,-0.154174759,0.877471943,0.970305932,"ID=cds137","Parent=gene137","Dbxref=Genbank:WP_005695474.1","Name=WP_005695474.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438581.1","product=U32 family peptidase","protein_id=WP_005695474.1","transl_table=11","Not significant",1.03177614437847
