"","fold.change","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","parent","Genbank","name_wp","CDS","inference","gene_description","protein","trans_table","sig","fold_change_scaled"
"69",0.647100234,"cds1493",202.5819897,-0.627938896,0.213704295,-2.938354121,0.003299599,0.022887218,"ID=cds1493","Parent=gene1552","Dbxref=Genbank:WP_014065265.1","Name=WP_014065265.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439722.2","product=glucose-6-phosphate isomerase","protein_id=WP_014065265.1","transl_table=11","Significant",1.54535564578393
"70",0.358132048,"cds1503",345.0370428,-1.481436467,0.21626808,-6.850000541,7.38e-12,5.37e-10,"ID=cds1503","Parent=gene1562","Dbxref=Genbank:WP_014065275.1","Name=WP_014065275.1","Note=binds to the HflBKC complex which modulates FtsH activity","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438217.1","product=BAX inhibitor (BI)-1/YccA family protein","protein_id=WP_014065275.1","Significant",2.79226616435064
"71",2.04374926,"cds1505",359.3524104,1.031218208,0.196759659,5.241004245,1.6e-07,4.78e-06,"ID=cds1505","Parent=gene1564","Dbxref=Genbank:WP_014065277.1","Name=WP_014065277.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005628456.1","product=2-oxoglutarate dehydrogenase E1 component","protein_id=WP_014065277.1","transl_table=11","Significant",2.04374926
"72",1.822475466,"cds1526",75.31993339,0.865899393,0.315180797,2.747310116,0.006008629,0.03624177,"ID=cds1526","Parent=gene1585","Dbxref=Genbank:WP_014065297.1","Name=WP_014065297.1","Note=with MacA is involved in the export of macrolide","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_011200304.1","product=MacB family efflux pump subunit","protein_id=WP_014065297.1","Significant",1.822475466
"73",0.56329513,"cds1533",142.3907037,-0.828037096,0.2467722,-3.355471549,0.000792298,0.007029342,"ID=cds1533","Parent=gene1592","Dbxref=Genbank:WP_005699011.1","Name=WP_005699011.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_007525301.1","product=glucose-1-phosphate adenylyltransferase","protein_id=WP_005699011.1","transl_table=11","Significant",1.77526832159902
"74",2.603704593,"cds1550",57.23264826,1.380565775,0.366368004,3.768248755,0.000164397,0.001886237,"ID=cds1550","Parent=gene1610","Dbxref=Genbank:WP_005696017.1","Name=WP_005696017.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439434.2","product=ribosome maturation factor RimP","protein_id=WP_005696017.1","transl_table=11","Significant",2.603704593
"75",2.317209256,"cds1551",176.3811853,1.212388333,0.236992846,5.115717011,3.13e-07,8.45e-06,"ID=cds1551","Parent=gene1611","Dbxref=Genbank:WP_014065318.1","Name=WP_014065318.1","Note=modifies transcription through interactions with RNA polymerase affecting elongation%2C readthrough%2C termination%2C and antitermination","gbkey=CDS","gene=nusA","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439435.1","product=transcription termination/antitermination protein NusA","Significant",2.317209256
"76",2.285120624,"cds1552",212.5091014,1.192270322,0.233146228,5.113830638,3.16e-07,8.45e-06,"ID=cds1552","Parent=gene1612","Dbxref=Genbank:WP_014065319.1","Name=WP_014065319.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439436.1","product=translation initiation factor IF-2","protein_id=WP_014065319.1","transl_table=11","Significant",2.285120624
"77",3.307954566,"cds1554",18.73651704,1.72593942,0.638118707,2.704730953,0.006835973,0.03981563,"ID=cds1554","Parent=gene1614","Dbxref=Genbank:WP_014065321.1","Name=WP_014065321.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439440.1","product=30S ribosome-binding factor RbfA","protein_id=WP_014065321.1","transl_table=11","Significant",3.307954566
"78",3.282813237,"cds1555",36.11674886,1.714932676,0.48569007,3.53091978,0.000414117,0.004212954,"ID=cds1555","Parent=gene1615","Dbxref=Genbank:WP_014065322.1","Name=WP_014065322.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065322.1","product=tRNA pseudouridine(55) synthase TruB","protein_id=WP_014065322.1","transl_table=11","Significant",3.282813237
"79",2.795366025,"cds1556",42.27578589,1.483037202,0.419471227,3.53549208,0.000407016,0.004168504,"ID=cds1556","Parent=gene1616","Dbxref=Genbank:WP_014065323.1","Name=WP_014065323.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065323.1","product=bifunctional chorismate mutase/prephenate dehydrogenase","protein_id=WP_014065323.1","transl_table=11","Significant",2.795366025
"80",0.572080714,"cds157",172.4523744,-0.805709385,0.228591652,-3.524666701,0.000424016,0.004285088,"ID=cds157","Parent=gene158","Dbxref=Genbank:WP_014064101.1","Name=WP_014064101.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438588.2","product=Na(+)/H(+) antiporter NhaB","protein_id=WP_014064101.1","transl_table=11","Significant",1.74800509006497
"81",0.475090747,"cds1588",132.1252504,-1.073724986,0.258371572,-4.155739655,3.24e-05,0.000462416,"ID=cds1588","Parent=gene1648","Dbxref=Genbank:WP_014065350.1","Name=WP_014065350.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439476.1","product=bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase","protein_id=WP_014065350.1","transl_table=11","Significant",2.10486103194933
"82",0.590048472,"cds1601",140.8374725,-0.761094619,0.246142196,-3.09209323,0.001987504,0.014968254,"ID=cds1601","Parent=gene1661","Dbxref=Genbank:WP_014065362.1","Name=WP_014065362.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005623090.1","product=ABC transporter substrate-binding protein","protein_id=WP_014065362.1","transl_table=11","Significant",1.69477601833363
"83",0.419351084,"cds161",462.9444611,-1.253769509,0.170694496,-7.345107996,2.06e-13,2.09e-11,"ID=cds161","Parent=gene162","Dbxref=Genbank:WP_014064105.1","Name=WP_014064105.1","Note=catalyzes the reaction of glycine with 5%2C10-methylenetetrahydrofolate to form L-serine and tetrahydrofolate","gbkey=CDS","gene=glyA","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064105.1","product=serine hydroxymethyltransferase","Significant",2.38463673555211
"84",0.333469155,"cds1611",31.88698607,-1.584374773,0.482281109,-3.285168638,0.001019213,0.008499015,"ID=cds1611","Parent=gene1671","Dbxref=Genbank:WP_014065370.1","Name=WP_014065370.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005699492.1","product=peptide ABC transporter substrate-binding protein","protein_id=WP_014065370.1","transl_table=11","Significant",2.99877810288031
"85",0.594672145,"cds1615",183.6222373,-0.749833595,0.22482678,-3.335161388,0.000852499,0.007442906,"ID=cds1615","Parent=gene1675","Dbxref=Genbank:WP_005696099.1","Name=WP_005696099.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005724819.1","product=virulence factor SrfB","protein_id=WP_005696099.1","transl_table=11","Significant",1.68159885814056
"86",0.445655618,"cds1629",3792.699868,-1.165998802,0.129357534,-9.013768028,1.99e-19,4.34e-17,"ID=cds1629","Parent=gene1690","Dbxref=Genbank:WP_014065386.1","Name=WP_014065386.1","Note=cytoplasmic iron storage protein","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698992.1","product=H-type ferritin","protein_id=WP_014065386.1","Significant",2.24388509784252
"87",0.641438343,"cds1630",2903.873287,-0.6406175,0.141340465,-4.532442287,5.83e-06,0.000112626,"ID=cds1630","Parent=gene1691","Dbxref=Genbank:WP_014065387.1","Name=WP_014065387.1","Note=cytoplasmic iron storage protein","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005650594.1","product=H-type ferritin","protein_id=WP_014065387.1","Significant",1.55899629467582
"88",0.425466762,"cds1639",42.69440581,-1.232881664,0.426159367,-2.893006136,0.003815738,0.025994718,"ID=cds1639","Parent=gene1700","Dbxref=Genbank:WP_014065396.1","Name=WP_014065396.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439576.1","product=DUF4198 domain-containing protein","protein_id=WP_014065396.1","transl_table=11","Significant",2.35035986195321
"89",0.571604918,"cds1660",1266.97416,-0.806909764,0.143885739,-5.607989851,2.05e-08,7.1e-07,"ID=cds1660","Parent=gene1721","Dbxref=Genbank:WP_005596075.1","Name=WP_005596075.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_013745267.1","product=50S ribosomal protein L20","protein_id=WP_005596075.1","transl_table=11","Significant",1.74946010524003
"90",0.688254952,"cds1661",298.458461,-0.53898501,0.1963982,-2.744348019,0.006063122,0.036426474,"ID=cds1661","Parent=gene1722","Dbxref=Genbank:WP_005596065.1","Name=WP_005596065.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_006708231.1","product=50S ribosomal protein L35","protein_id=WP_005596065.1","transl_table=11","Significant",1.45294995276692
"91",0.649252877,"cds1677",655.2469069,-0.623147593,0.159050852,-3.917914205,8.93e-05,0.0010904,"ID=cds1677","Parent=gene1738","Dbxref=Genbank:WP_005696173.1","Name=WP_005696173.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_000829824.1","product=30S ribosomal protein S9","protein_id=WP_005696173.1","transl_table=11","Significant",1.54023191182563
"92",1.982069717,"cds1680",147.5056854,0.987007708,0.260384513,3.790577624,0.000150297,0.00176426,"ID=cds1680","Parent=gene1741","Dbxref=Genbank:WP_005696176.1","Name=WP_005696176.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696176.1","product=endopeptidase","protein_id=WP_005696176.1","transl_table=11","Significant",1.982069717
"93",0.610340777,"cds169",146.8288322,-0.712313114,0.259273327,-2.747344366,0.006008002,0.03624177,"ID=cds169","Parent=gene170","Dbxref=Genbank:WP_014064113.1","Name=WP_014064113.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064113.1","product=two-component system response regulator ArcA","protein_id=WP_014064113.1","transl_table=11","Significant",1.63842895261773
"94",0.472980111,"cds1698",102.809436,-1.080148577,0.295418936,-3.656328164,0.000255854,0.002849875,"ID=cds1698","Parent=gene1759","Dbxref=Genbank:WP_014065445.1","Name=WP_014065445.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439483.1","product=transcription elongation factor GreA","protein_id=WP_014065445.1","transl_table=11","Significant",2.11425380632971
"95",10.08965283,"cds1727",23.09395094,3.334804629,0.698601189,4.773545596,1.81e-06,4e-05,"ID=cds1727","Parent=gene1796","Dbxref=Genbank:WP_041918326.1","Name=WP_041918326.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697611.1","product=glutathione synthetase","protein_id=WP_041918326.1","transl_table=11","Significant",10.08965283
"96",1.785403358,"cds173",126.4677575,0.836250044,0.261059992,3.203286866,0.001358686,0.010855258,"ID=cds173","Parent=gene174","Dbxref=Genbank:WP_005697855.1","Name=WP_005697855.1","Note=ObgE%3B essential GTPase%3B exhibits high exchange rate for GTP/GDP%3B associates with 50S ribosomal subunit%3B involved in regulation of chromosomal replication","gbkey=CDS","gene=obgE","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439038.1","product=GTPase ObgE","Significant",1.785403358
"97",2.296211277,"cds1737",91.91823031,1.199255392,0.304345967,3.940434638,8.13e-05,0.001000934,"ID=cds1737","Parent=gene1806","Dbxref=Genbank:WP_014065479.1","Name=WP_014065479.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697637.1","product=Lsg locus protein 4","protein_id=WP_014065479.1","transl_table=11","Significant",2.296211277
"98",0.710950102,"cds1753",3945.668797,-0.492179787,0.140514276,-3.502703071,0.000460563,0.004534313,"ID=cds1753","Parent=gene1822","Dbxref=Genbank:WP_080557657.1","Name=WP_080557657.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_013317224.1","product=formate dehydrogenase subunit alpha","protein_id=WP_080557657.1","transl_except=(pos:complement(1821760..1821762)%2Caa:Sec)","Significant",1.40656847391521
"99",0.662560617,"cds1756",271.5441509,-0.593875643,0.198228879,-2.995908804,0.002736283,0.019603602,"ID=cds1756","Parent=gene1825","Dbxref=Genbank:WP_014065498.1","Name=WP_014065498.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005547344.1","product=NADH-quinone oxidoreductase subunit NuoB","protein_id=WP_014065498.1","transl_table=11","Significant",1.50929586567926
"100",0.640980554,"cds1757",175.7703911,-0.641647505,0.224360496,-2.859895192,0.00423781,0.027995232,"ID=cds1757","Parent=gene1826","Dbxref=Genbank:WP_014065499.1","Name=WP_014065499.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005542187.1","product=4Fe-4S dicluster domain-containing protein","protein_id=WP_014065499.1","transl_table=11","Significant",1.56010973150365
"101",0.621072927,"cds1758",603.9523524,-0.687165414,0.16320011,-4.210569564,2.55e-05,0.000373764,"ID=cds1758","Parent=gene1827","Dbxref=Genbank:WP_014065500.1","Name=WP_014065500.1","Note=formate hydrogenlyase subunit 5%3B HycBCDEFG is part of the formate hydrogenlyase system which is involved in the cleaving of formate to dihydrogen and carbon dioxide","gbkey=CDS","gene=hycE","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697674.1","product=hydrogenase large subunit","Significant",1.61011687440692
"102",0.668370374,"cds1760",248.3615422,-0.581280309,0.206490937,-2.815040299,0.004877112,0.031010302,"ID=cds1760","Parent=gene1829","Dbxref=Genbank:WP_005697594.1","Name=WP_005697594.1","Note=interacts with formate dehydrogenase to produce an active formate hydrogenlyase complex which cleaves formate to dihydrogen and carbon dioxide","gbkey=CDS","gene=hyfE","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005547333.1","product=hydrogenase-4 subunit E","Significant",1.49617642986671
"103",0.550696053,"cds1761",566.3788148,-0.860671826,0.162667489,-5.290988581,1.22e-07,3.79e-06,"ID=cds1761","Parent=gene1830","Dbxref=Genbank:WP_014065502.1","Name=WP_014065502.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_009499957.1","product=oxidoreductase","protein_id=WP_014065502.1","transl_table=11","Significant",1.81588372488299
"104",0.57614147,"cds1762",383.378304,-0.795504989,0.195353476,-4.072131228,4.66e-05,0.000618162,"ID=cds1762","Parent=gene1831","Dbxref=Genbank:WP_014065503.1","Name=WP_014065503.1","Note=formate hydrogenlyase subunit 4%3B HycBCDEFG is part of the formate hydrogenlyase system which is involved in the cleaving of formate to dihydrogen and carbon dioxide","gbkey=CDS","gene=hycD","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065503.1","product=hydrogenase 3 membrane subunit","Significant",1.73568481366217
"105",0.600881211,"cds1763",722.5227902,-0.734848283,0.156905765,-4.683373385,2.82e-06,5.9e-05,"ID=cds1763","Parent=gene1832","Dbxref=Genbank:WP_014065504.1","Name=WP_014065504.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005556286.1","product=hydrogenase 4 subunit B","protein_id=WP_014065504.1","transl_table=11","Significant",1.66422244812045
"106",0.65215654,"cds1769",948.9891186,-0.616709793,0.169658683,-3.635002829,0.000277978,0.003051754,"ID=cds1769","Parent=gene1838","Dbxref=Genbank:WP_014065510.1","Name=WP_014065510.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439414.1","product=PDZ domain-containing protein","protein_id=WP_014065510.1","transl_table=11","Significant",1.533374180377
"107",0.456555769,"cds1786",142.5418932,-1.131136998,0.255662312,-4.42434002,9.67e-06,0.000167752,"ID=cds1786","Parent=gene1856","Dbxref=Genbank:WP_005696304.1","Name=WP_005696304.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_007241376.1","product=SirA-like protein","protein_id=WP_005696304.1","transl_table=11","Significant",2.19031292100484
"108",0.564669223,"cds1788",453.8900269,-0.824522095,0.185756661,-4.438721558,9.05e-06,0.00015873,"ID=cds1788","Parent=gene1858","Dbxref=Genbank:WP_014065528.1","Name=WP_014065528.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065528.1","product=NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta","protein_id=WP_014065528.1","transl_table=11","Significant",1.77094829905401
"109",0.702076924,"cds1789",518.6933034,-0.510298985,0.16834596,-3.03125174,0.002435421,0.01786756,"ID=cds1789","Parent=gene1859","Dbxref=Genbank:WP_014065529.1","Name=WP_014065529.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439513.1","product=NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha","protein_id=WP_014065529.1","transl_table=11","Significant",1.42434534709191
"110",1.519864426,"cds1796",407.0216296,0.603942639,0.174237959,3.466194403,0.000527881,0.005034669,"ID=cds1796","Parent=gene1866","Dbxref=Genbank:WP_014065537.1","Name=WP_014065537.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_018356743.1","product=ribonucleoside-diphosphate reductase subunit alpha","protein_id=WP_014065537.1","transl_table=11","Significant",1.519864426
"111",0.668603902,"cds1799",299.5109775,-0.58077632,0.191443996,-3.033661717,0.002416052,0.017811087,"ID=cds1799","Parent=gene1869","Dbxref=Genbank:WP_014065540.1","Name=WP_014065540.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439367.1","product=lysine--tRNA ligase","protein_id=WP_014065540.1","transl_table=11","Significant",1.49565384977367
"112",0.582315791,"cds1807",213.3252599,-0.780126353,0.21382936,-3.648359392,0.00026392,0.002918423,"ID=cds1807","Parent=gene1877","Dbxref=Genbank:WP_014065548.1","Name=WP_014065548.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005670545.1","product=class 1 fructose-bisphosphatase","protein_id=WP_014065548.1","transl_table=11","Significant",1.71728126809462
"113",2.055473465,"cds1808",205.4104927,1.039470748,0.220948408,4.704585831,2.54e-06,5.45e-05,"ID=cds1808","Parent=gene1878","Dbxref=Genbank:WP_005696330.1","Name=WP_005696330.1","Note=with LptABCF is involved in the transport of lipopolysaccharides","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696330.1","product=LPS export ABC transporter permease LptG","protein_id=WP_005696330.1","Significant",2.055473465
"114",0.577881393,"cds1827",174.9689863,-0.791154676,0.225605877,-3.506799939,0.00045353,0.00451204,"ID=cds1827","Parent=gene1897","Dbxref=Genbank:WP_014065566.1","Name=WP_014065566.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696359.1","product=sodium/glutamate symporter","protein_id=WP_014065566.1","transl_table=11","Significant",1.7304589005862
"115",0.253178757,"cds1858",38.30035376,-1.981771733,0.453002361,-4.374749231,1.22e-05,0.000201651,"ID=cds1858","Parent=gene1928","Dbxref=Genbank:WP_014065597.1","Name=WP_014065597.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065597.1","product=iron ABC transporter substrate-binding protein","protein_id=WP_014065597.1","transl_table=11","Significant",3.94977845633392
"116",0.299123797,"cds1860",125.2969764,-1.741185406,0.272635761,-6.386489435,1.7e-10,9.69e-09,"ID=cds1860","Parent=gene1930","Dbxref=Genbank:WP_014065599.1","Name=WP_014065599.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014065599.1","product=TonB-dependent receptor","protein_id=WP_014065599.1","transl_table=11","Significant",3.34309744002079
"117",0.458340595,"cds1873",1224.253877,-1.125508023,0.148778337,-7.564999375,3.88e-14,4.23e-12,"ID=cds1873","Parent=gene1943","Dbxref=Genbank:WP_014065612.1","Name=WP_014065612.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005695756.1","product=DUF465 domain-containing protein","protein_id=WP_014065612.1","transl_table=11","Significant",2.18178361443197
"118",0.689550829,"cds188",541.3953826,-0.536271194,0.16205839,-3.309123291,0.000935886,0.00797856,"ID=cds188","Parent=gene189","Dbxref=Genbank:WP_014064126.1","Name=WP_014064126.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438401.1","product=polyribonucleotide nucleotidyltransferase","protein_id=WP_014064126.1","transl_table=11","Significant",1.45021941522457
"119",0.526993675,"cds1899",100.4139778,-0.924142448,0.290683926,-3.179200383,0.00147682,0.01155706,"ID=cds1899","Parent=gene1973","Dbxref=Genbank:WP_014065638.1","Name=WP_014065638.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698267.1","product=class I SAM-dependent methyltransferase","protein_id=WP_014065638.1","transl_table=11","Significant",1.89755598110357
"120",1.706393713,"cds191",105.394355,0.770950555,0.275543186,2.79793003,0.005143125,0.032069091,"ID=cds191","Parent=gene192","Dbxref=Genbank:WP_014064129.1","Name=WP_014064129.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697863.1","product=membrane-bound lytic murein transglycosylase MltF","protein_id=WP_014064129.1","transl_table=11","Significant",1.706393713
"121",0.543913894,"cds1911",410.0803269,-0.878549815,0.193188916,-4.547620199,5.43e-06,0.000106147,"ID=cds1911","Parent=gene1985","Dbxref=Genbank:WP_014065649.1","Name=WP_014065649.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_010945432.1","product=dihydrolipoyl dehydrogenase","protein_id=WP_014065649.1","transl_table=11","Significant",1.83852630173849
"122",0.574562237,"cds1912",531.8448133,-0.79946492,0.165173884,-4.840141195,1.3e-06,2.96e-05,"ID=cds1912","Parent=gene1986","Dbxref=Genbank:WP_014065650.1","Name=WP_014065650.1","Note=E2 component of pyruvate dehydrogenase multienzyme complex%3B in Escherichia coli AceF contains three N-terminal lipoyl domains","gbkey=CDS","gene=aceF","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005820989.1","product=pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase","Significant",1.74045549046413
"123",0.584920613,"cds1913",972.346691,-0.773687265,0.151388313,-5.110614226,3.21e-07,8.45e-06,"ID=cds1913","Parent=gene1987","Dbxref=Genbank:WP_014065651.1","Name=WP_014065651.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439389.1","product=pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type","protein_id=WP_014065651.1","transl_table=11","Significant",1.70963371400283
"124",0.337229901,"cds1916",8062.233759,-1.568195634,0.144843418,-10.82683394,2.57e-27,7.84e-25,"ID=cds1916","Parent=gene1990","Dbxref=Genbank:WP_014065654.1","Name=WP_014065654.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439393.1","product=molecular chaperone DnaK","protein_id=WP_014065654.1","transl_table=11","Significant",2.96533610167623
"125",0.521771902,"cds1919",799.5115778,-0.938508839,0.171312477,-5.478344913,4.29e-08,1.39e-06,"ID=cds1919","Parent=gene1993","Dbxref=Genbank:WP_014065657.1","Name=WP_014065657.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005751556.1","product=molecular chaperone DnaJ","protein_id=WP_014065657.1","transl_table=11","Significant",1.91654628424204
"126",0.492815016,"cds1922",134.040307,-1.02088188,0.256523234,-3.979685834,6.9e-05,0.000870279,"ID=cds1922","Parent=gene1996","Dbxref=Genbank:WP_041918285.1","Name=WP_041918285.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439835.1","product=molybdate ABC transporter substrate-binding protein","protein_id=WP_041918285.1","transl_table=11","Significant",2.02915894916644
"127",1.723474218,"cds1938",102.4811844,0.785319718,0.282559661,2.779305849,0.005447521,0.033519825,"ID=cds1938","Parent=gene2012","Dbxref=Genbank:WP_005699458.1","Name=WP_005699458.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005695656.1","product=monothiol glutaredoxin%2C Grx4 family","protein_id=WP_005699458.1","transl_table=11","Significant",1.723474218
"128",0.217901931,"cds194",712.6972748,-2.198249116,0.181786207,-12.09249677,1.16e-33,1.77e-30,"ID=cds194","Parent=gene195","Dbxref=Genbank:WP_014064133.1","Name=WP_014064133.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_006719151.1","product=ribosomal subunit interface protein","protein_id=WP_014064133.1","transl_table=11","Significant",4.58922045991414
"129",0.608278968,"cds1942",7580.151933,-0.717194974,0.134223334,-5.343295758,9.13e-08,2.9e-06,"ID=cds1942","Parent=gene2016","Dbxref=Genbank:WP_014065678.1","Name=WP_014065678.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439322.1","product=porin OmpA","protein_id=WP_014065678.1","transl_table=11","Significant",1.64398253532909
"130",2.543110286,"cds1943",84.33249877,1.346594028,0.307982947,4.372300607,1.23e-05,0.000201734,"ID=cds1943","Parent=gene2017","Dbxref=Genbank:WP_014065679.1","Name=WP_014065679.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005695651.1","product=FAD-binding oxidoreductase","protein_id=WP_014065679.1","transl_table=11","Significant",2.543110286
"131",0.577322182,"cds196",731.5449304,-0.792551437,0.160983322,-4.923189711,8.51e-07,1.97e-05,"ID=cds196","Parent=gene197","Dbxref=Genbank:WP_014064135.1","Name=WP_014064135.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439183.1","product=transketolase","protein_id=WP_014064135.1","transl_table=11","Significant",1.73213507323715
"132",0.684499609,"cds1961",343.7461788,-0.546878377,0.188958499,-2.894171891,0.0038016,0.025994718,"ID=cds1961","Parent=gene2035","Dbxref=Genbank:WP_005695636.1","Name=WP_005695636.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439853.1","product=PTS glucose transporter subunit IIA","protein_id=WP_005695636.1","transl_table=11","Significant",1.46092121434652
"133",2.432031712,"cds1968",47.8163162,1.282162041,0.396121746,3.236787812,0.001208833,0.00981212,"ID=cds1968","Parent=gene2044","Dbxref=Genbank:WP_014065702.1","Name=WP_014065702.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698202.1","product=DNA mismatch repair endonuclease MutL","protein_id=WP_014065702.1","transl_table=11","Significant",2.432031712
"134",2.490996373,"cds197",47.11190386,1.316722921,0.395741536,3.327229519,0.000877141,0.007605211,"ID=cds197","Parent=gene198","Dbxref=Genbank:WP_014064136.1","Name=WP_014064136.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064136.1","product=AhpA","protein_id=WP_014064136.1","transl_table=11","Significant",2.490996373
"135",2.108382342,"cds202",78.59941646,1.076136515,0.330051933,3.26050663,0.001112134,0.009124279,"ID=cds202","Parent=gene203","Dbxref=Genbank:WP_014064140.1","Name=WP_014064140.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064140.1","product=transcription termination factor Rho","protein_id=WP_014064140.1","transl_table=11","Significant",2.108382342
"136",0.672759766,"cds219",579.1741931,-0.571836665,0.17793816,-3.213682022,0.001310447,0.010524959,"ID=cds219","Parent=gene220","Dbxref=Genbank:WP_014064156.1","Name=WP_014064156.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438339.1","product=NADH:ubiquinone reductase (Na(+)-transporting) subunit F","protein_id=WP_014064156.1","transl_table=11","Significant",1.48641469145169
